companyName,contractType,experienceLevel,location,salary,sector,job_title,extracted_skills,day,month,year
GRESB,Full-time,Associate,Paris,41500.0,Non-profit Organizations and Primary and Secondary Education,Data Scientist,['machine learning'],3,10,2024
ARCHIMED,Full-time,Internship,Lyon,41500.0,Non-profit Organizations and Primary and Secondary Education,Data Scientist,"['Python', 'Pandas', 'SQL', 'Beautiful Soup', 'API', 'PowerBI']",10,10,2024
Renault Digital,Full-time,Associate,Boulogne-Billancourt,41500.0,IT Services and IT Consulting,Data Scientist,,13,9,2024
Capgemini,Full-time,Associate,Issy-les-Moulineaux,41500.0,IT Services and IT Consulting,Data Scientist,"['Python', 'Scala', 'Spark', 'AWS', 'GCP', 'Azure', 'OVH']",30,9,2024
L'Usine Nouvelle,Full-time,Entry level,Marseille,41500.0,Newspaper Publishing,Data Scientist,"['NLP', 'computer vision']",12,10,2024
CT19,Full-time,Mid-Senior level,France,41500.0,Medical Equipment Manufacturing and Biotechnology Research,Data Scientist,"['Python', 'C', 'C', 'TensorFlow', 'PyTorch']",30,9,2024
Teads,Full-time,Mid-Senior level,Montpellier,41500.0,Advertising Services,Data Scientist,"['Scala', 'TypeScript']",25,9,2024
TotalEnergies,Full-time,Entry level,Courbevoie,41500.0,Oil and Gas,Data Scientist,['Python'],10,10,2024
TieTalent,Full-time,Entry level,Paris,41500.0,"Technology, Information and Internet",Data Scientist,"['R', 'SAS']",9,10,2024
TieTalent,Full-time,Entry level,Courbevoie,41500.0,"Technology, Information and Internet",Data Scientist,"['Azure', 'Azure Machine Learning', 'Git', 'Azure DevOps']",9,10,2024
TieTalent,Full-time,Entry level,Lille,41500.0,"Technology, Information and Internet",Data Scientist,"['Python', 'Pyspark', 'R', 'SQL', 'Bedrock']",4,10,2024
Capgemini,Full-time,Associate,Toulouse,41500.0,IT Services and IT Consulting,Data Scientist,"['Python', 'Scala', 'Spark', 'AWS', 'GCP', 'Azure', 'OVH']",10,10,2024
TieTalent,Full-time,Entry level,Boulogne-Billancourt,41500.0,"Technology, Information and Internet",Data Scientist,['Machine Learning'],9,10,2024
Caranx Medical,Full-time,Entry level,Nice,41500.0,Medical Equipment Manufacturing,Data Scientist,,20,9,2024
TieTalent,Full-time,Entry level,Paris,41500.0,"Technology, Information and Internet",Data Scientist,['OCR'],11,10,2024
TieTalent,Full-time,Entry level,Paris,41500.0,"Technology, Information and Internet",Data Scientist,['Python'],11,10,2024
Thales,Full-time,Associate,Issy-les-Moulineaux,41500.0,IT Services and IT Consulting,Data Scientist,['ML'],18,9,2024
TieTalent,Full-time,Entry level,Ivry-sur-Seine,41500.0,"Technology, Information and Internet",Data Scientist,"['R', 'SAS']",9,10,2024
Safran Engineering Services,Full-time,Entry level,Magny-les-Hameaux,41500.0,Aviation and Aerospace Component Manufacturing,Data Scientist,,4,10,2024
TieTalent,Full-time,Entry level,Paris,41500.0,"Technology, Information and Internet",Data Scientist,"['Python', 'Pandas', 'Numpy']",9,10,2024
TieTalent,Full-time,Entry level,Paris,41500.0,"Technology, Information and Internet",Data Scientist,"['TensorFlow', 'PyTorch', 'SQL', 'Python', 'Azure', 'MLFlow']",11,10,2024
TieTalent,Full-time,Entry level,Metz,41500.0,"Technology, Information and Internet",Data Scientist,"['Microsoft Power BI', 'SQL', 'R', 'Python']",12,10,2024
Homa,Full-time,Mid-Senior level,Paris,41500.0,Non-profit Organizations and Primary and Secondary Education,Data Scientist,,13,9,2024
Mobiskill | WEFY Group,Full-time,Associate,Paris,41500.0,IT Services and IT Consulting,Data Scientist,,1,10,2024
Lincoln France,Full-time,Associate,Boulogne-Billancourt,41500.0,Data Infrastructure and Analytics,Data Scientist,"['Python', 'R', 'scikit', 'learn', 'TensorFlow', 'PyTorch', 'Jupyter notebook', 'SQL', 'NoSQL', 'Spark', 'pySpark', 'SparkSQL', 'CICD']",17,9,2024
TieTalent,Full-time,Entry level,Mérignac,41500.0,"Technology, Information and Internet",Data Scientist,"['Python', 'Numpy', 'Pandas', 'Scikit', 'learn']",9,10,2024
Teads,Full-time,Mid-Senior level,Paris,41500.0,Advertising Services,Data Scientist,"['Scala', 'TypeScript']",25,9,2024
TieTalent,Full-time,Entry level,Antibes,41500.0,"Technology, Information and Internet",Data Scientist,"['R', 'Rstudio', 'Python', 'Anaconda', 'SAS', 'JSON', 'APIs']",9,10,2024
Amiltone,Full-time,Entry level,Lille,41500.0,IT Services and IT Consulting,Data Scientist,"['Google Cloud Platform', 'HDFS', 'Spark', 'AWS', 'SageMaker', 'DataBricks', 'Git', 'Github', 'CICD', 'VSCode', 'Pycharm', 'Terminal']",11,10,2024
Assystem,Full-time,Not Applicable,Marseille,41500.0,Business Consulting and Services,Data Scientist,,10,10,2024
MYWAY Technology,Full-time,Mid-Senior level,Paris,41500.0,Software Development,Data Scientist,,1,10,2024
Social Clean,Full-time,Entry level,Paris,41500.0,International Affairs,Data Scientist,,12,10,2024
agap2IT France,Full-time,Associate,Île-de-France,41500.0,IT Services and IT Consulting,Data Scientist,"['SpaCy', 'Hugging Face', 'Transformers', 'BERT', 'GPT', 'knowledge graphs', 'semantic search']",2,10,2024
TieTalent,Full-time,Entry level,Villejuif,41500.0,"Technology, Information and Internet",Data Scientist,"['UNICA', 'CRM']",11,10,2024
Doctolib,Full-time,Mid-Senior level,Paris,41500.0,Software Development,Data Scientist,"['GPT', 'BERT', 'TensorFlow', 'PyTorch']",10,10,2024
TieTalent,Full-time,Entry level,Lille,41500.0,"Technology, Information and Internet",Data Scientist,"['Databricks', 'Sagemaker', 'Python', 'ScikitLearn', 'Pyspark', 'MLOps', 'CICD', 'Github Actions', 'Docker', 'MLFlow', 'Orchestration', 'Airflow', 'Ruby', 'JavaScript', 'PostgreSQL', 'MySQL', 'AWS', 'GCP']",5,10,2024
YO HR Consultancy,Contract,Mid-Senior level,Guiana,41500.0,Business Consulting and Services,Data Scientist,"['Python', 'Jupyter']",29,9,2024
Banque de France,Full-time,Entry level,Paris,41500.0,Banking,Data Scientist,"['R', 'SAS']",4,10,2024
Sebia France,Full-time,Associate,Lisses,50000.0,Pharmaceutical Manufacturing,Data Scientist,,10,10,2024
Groupe Mentor,Full-time,Entry level,Nancy,47500.0,Financial Services,Data Scientist,['Python'],9,10,2024
Valiuz,Full-time,Associate,Lille,41500.0,Software Development and Data Infrastructure and Analytics,Data Scientist,,4,10,2024
YO HR Consultancy,Contract,Mid-Senior level,France,41500.0,Business Consulting and Services,Data Scientist,"['Python', 'Jupyter notebooks', 'Kaggle']",28,9,2024
Diot-Siaci,Contract,Internship,Paris,13464.0,Insurance,Data Scientist,"['Tableau Software', 'Python', 'Alteryx']",11,10,2024
moOngy Digital Lab,Full-time,Associate,Île-de-France,41500.0,IT Services and IT Consulting,Data Scientist,,16,9,2024
IT&M STATS,Full-time,Associate,Île-de-France,41500.0,IT Services and IT Consulting,Data Scientist,"['R', 'R Shiny', 'PowerBI']",20,9,2024
eXalt,Full-time,Entry level,Paris,41500.0,IT Services and IT Consulting,Data Scientist,"['TensorFlow', 'PyTorch', 'Scikit', 'learn', 'Pandas', 'NumPy', 'Python', 'Java', 'Spark', 'Scala', 'Gitlab', 'Docker']",8,10,2024
Checkout.com,Full-time,Associate,Paris,41500.0,Financial Services,Data Scientist,,27,9,2024
TieTalent,Full-time,Entry level,Paris,41500.0,"Technology, Information and Internet",Data Scientist,,9,10,2024
Pathway,Full-time,Mid-Senior level,Paris,41500.0,Non-profit Organizations and Primary and Secondary Education,Data Scientist,"['Python', 'Kafka', 'S3', 'Rust']",9,4,2024
TieTalent,Full-time,Entry level,Rennes,41500.0,"Technology, Information and Internet",Data Scientist,"['Python', 'R', 'TensorFlow', 'PyTorch', 'scikit', 'learn']",9,10,2024
TotalEnergies,Full-time,Entry level,Palaiseau,41500.0,Oil and Gas,Data Scientist,['python'],10,10,2024
Groupe Karavel - Promovacances,Full-time,Associate,Paris,41500.0,Travel Arrangements,Data Scientist,"['PowerBI', 'PowerPoint']",13,9,2024
Blockchain.com,Full-time,Mid-Senior level,Paris,41500.0,"IT Services and IT Consulting, Technology, Information and Internet, and Financial Services",Data Scientist,"['Python', 'SQL']",9,10,2024
TieTalent,Full-time,Entry level,Bordeaux,41500.0,"Technology, Information and Internet",Data Scientist,,4,10,2024
Credit Agricole Leasing & Factoring,Full-time,Entry level,Montrouge,41500.0,Financial Services,Data Scientist,"['Python', 'Docker', 'Kubernetes', 'GIT']",2,10,2024
TieTalent,Full-time,Entry level,Nanterre,41500.0,"Technology, Information and Internet",Data Scientist,"['SAS', 'VBA', 'R', 'Python']",10,10,2024
SoyHuCe｜a JAKALA company,Full-time,Associate,Paris,41500.0,IT Services and IT Consulting,Data Scientist,['MLEM'],1,10,2024
LittleBigCode,Full-time,Associate,Paris,41500.0,Business Consulting and Services,Data Scientist,"['TensorFlow', 'PyTorch', 'scikit', 'learn', 'Numpy', 'Pandas', 'Python', 'GitlabCI', 'Kubernetes', 'Postgres']",11,10,2024
YO HR Consultancy,Contract,Mid-Senior level,Guadeloupe,41500.0,Business Consulting and Services,Data Scientist,"['Python', 'Jupyter']",29,9,2024
TieTalent,Full-time,Entry level,Courbevoie,41500.0,"Technology, Information and Internet",Data Scientist,"['Python', 'JS', 'Flask', 'Django', 'Shiny']",9,10,2024
Thales,Full-time,Not Applicable,Paris,41500.0,Aviation and Aerospace Component Manufacturing and Defense and Space Manufacturing,Data Scientist,,5,10,2024
Canopée Groupe,Full-time,Entry level,Paris,41500.0,Research Services,Data Scientist,"['Python', 'Pytorch', 'PySpark']",4,10,2024
Voodoo,Full-time,Entry level,Paris,41500.0,"Entertainment Providers, Advertising Services, and Book and Periodical Publishing",Data Scientist,['ML'],4,10,2024
partners finances,Full-time,Mid-Senior level,Nancy,47500.0,Financial Services,Data Scientist,['Python'],26,9,2024
Groupe SNCF,Full-time,Mid-Senior level,St.-Denis,41500.0,Truck Transportation,Data Scientist,,7,10,2024
PRODEVAL,Full-time,Entry level,Châteauneuf-sur-Isère,41500.0,Services for Renewable Energy,Data Scientist,,4,10,2024
Doctolib,Full-time,Mid-Senior level,Paris,41500.0,Software Development,Data Scientist,"['scikit', 'learn', 'lightgbm', 'xgboost', 'pytorch', 'Spark']",11,10,2024
ADHERENCE CONSULTING,Full-time,Mid-Senior level,Lille,50000.0,Computer Networking Products,Data Scientist,"['Python', 'FastAPI', 'Git', 'SQL', 'Docker', 'Google Cloud Platform']",30,9,2024
Groupe Karavel - Promovacances,Full-time,Entry level,Paris,41500.0,Travel Arrangements,Data Scientist,"['PowerBI', 'PowerPoint']",12,9,2024
TieTalent,Full-time,Mid-Senior level,Paris,41500.0,"Technology, Information and Internet",Data Scientist,,4,10,2024
TieTalent,Full-time,Entry level,Colombes,41500.0,"Technology, Information and Internet",Data Scientist,"['Python', 'JS', 'Flask', 'Django', 'Shiny', 'Machine Learning', 'Deep Learning']",12,10,2024
TieTalent,Full-time,Entry level,Ollioules,41500.0,"Technology, Information and Internet",Data Scientist,['Deep Reinforcement Learning'],10,10,2024
TieTalent,Full-time,Entry level,Saint-Aignan,41500.0,"Technology, Information and Internet",Data Scientist,"['machine learning', 'datamining']",4,10,2024
LNE,Full-time,Not Applicable,Trappes,41500.0,Research Services,Data Scientist,"['Python', 'TensorFlow', 'Keras', 'Pytorch', 'Matplotlib', 'Seaborn', 'Plotly']",27,9,2024
TieTalent,Full-time,Entry level,Paris,41500.0,"Technology, Information and Internet",Data Scientist,,9,10,2024
Doctolib,Full-time,Mid-Senior level,Paris,41500.0,Software Development,Data Scientist,,27,9,2024
Pellenc ST,Full-time,Entry level,Pertuis,41500.0,Industrial Machinery Manufacturing,Data Scientist,"['Pytorch', 'Tensorflow', 'opencv', 'numpy']",12,9,2024
TieTalent,Full-time,Entry level,Marseille,41500.0,"Technology, Information and Internet",Data Scientist,['PowerBI'],9,10,2024
HarfangLab,Full-time,Entry level,Paris,41500.0,Computer and Network Security,Data Scientist,,7,10,2024
FINAXYS,Full-time,Associate,Paris,41500.0,Financial Services,Data Scientist,"['LangChain', 'Langsmith', 'LLamaIndex', 'Python', 'ScikitLearn', 'NLTK', 'Git']",11,10,2024
YO HR Consultancy,Contract,Mid-Senior level,Martinique,41500.0,Business Consulting and Services,Data Scientist,"['Python', 'Jupyter']",29,9,2024
Davidson consulting,Full-time,Entry level,Boulogne-Billancourt,41500.0,Business Consulting and Services,Data Scientist,,12,10,2024
Valeuriad,Full-time,Not Applicable,Nantes,41500.0,IT Services and IT Consulting,Data Scientist,"['Python', 'SQL', 'TensorFlow', 'Pytorch', 'HuggingFace', 'DVC', 'MLFlow', 'ArgoWF', 'CICD', 'Git', 'GitLab', 'Concourse', 'GitLab CI', 'Jenkins', 'Ops', 'Kubernetes', 'Docker', 'S3', 'Hadoop', 'HDFS', 'Spark']",11,10,2024
STATION F,Full-time,Entry level,Paris,41500.0,"Technology, Information and Internet",Data Scientist,"['OCR', 'NLP']",10,10,2024
TieTalent,Full-time,Entry level,Thionville,41500.0,"Technology, Information and Internet",Data Scientist,"['Hadoop', 'Python', 'scikit', 'learn', 'R', 'Javascript', 'Typescript', 'PostgreSQL', 'MongoDB', 'MediaPipe', 'OpenCV', 'DINO']",10,10,2024
YO HR Consultancy,Contract,Mid-Senior level,France,41500.0,Business Consulting and Services,Data Scientist,"['Python', 'Jupyter']",19,9,2024
Snap Inc.,Full-time,Entry level,Paris,41500.0,Software Development,Data Scientist,,2,10,2024
DataScientest.com,Full-time,Entry level,Puteaux,41500.0,Education Administration Programs,Data Scientist,"['Python', 'Machine Learning', 'Deep Learning']",14,5,2024
Technology & Strategy,Full-time,Associate,Paris,41500.0,IT Services and IT Consulting,Data Scientist,"['Python', 'git', 'AWS', 'GCP', 'Azure']",10,10,2024
Licorne Society,Full-time,Associate,Paris,41500.0,"Technology, Information and Internet",Data Scientist,"['Docker', 'AWS', 'Azure', 'Google Cloud']",30,9,2024
Artefact,Full-time,Mid-Senior level,Paris,41500.0,"IT Services and IT Consulting, Information Services, and Software Development",Data Scientist,['AI'],10,10,2024
Gan Assurances,Full-time,Entry level,Nanterre,41500.0,Insurance,Data Scientist,"['Python', 'JS', 'Flask', 'Django', 'Shiny']",28,9,2024
Cherry Pick,Full-time,Not Applicable,Paris,41500.0,IT System Data Services and Software Development,Data Scientist,['Python'],3,10,2024
TieTalent,Full-time,Entry level,L’île-Saint-Denis,41500.0,"Technology, Information and Internet",Data Scientist,,10,10,2024
Mirakl,Full-time,Not Applicable,Paris,41500.0,"Technology, Information and Internet",Data Scientist,,11,10,2024
LITY,Full-time,Associate,Paris,41500.0,Staffing and Recruiting,Data Scientist,"['Python', 'machine learning']",12,10,2024
Hermès,Internship,Entry level,Pantin,41500.0,Retail Luxury Goods and Jewelry,Data Scientist,"['Python', 'Keras', 'Pandas', 'Scikit Learn', 'SQL']",10,10,2024
LesJeudis,Temporary,Entry level,Paris,41500.0,IT Services and IT Consulting,Data Scientist,"['TensorFlow', 'PyTorch', 'SQL', 'Python', 'Azure', 'MLFlow']",30,9,2024
Doctolib,Full-time,Mid-Senior level,Paris,41500.0,Software Development,Data Scientist,"['ICD10', 'SNOMED CT', 'HL7', 'DICOM', 'FHIR']",3,10,2024
Capgemini Invent,Full-time,Entry level,Paris,41500.0,Business Consulting and Services,Data Scientist,"['Spacy', 'Bert']",7,6,2024
YO HR Consultancy,Contract,Mid-Senior level,Martinique,41500.0,Business Consulting and Services,Data Scientist,"['Python', 'Jupyter']",20,9,2024
Catalina Marketing France,Internship,Internship,Boulogne-Billancourt,41500.0,Marketing Services,Data Scientist,['Machine Learning'],26,9,2024
TieTalent,Full-time,Entry level,Vélizy-Villacoublay,41500.0,"Technology, Information and Internet",Data Scientist,"['Llama', 'Mistral']",9,10,2024
Kicklox - Plateforme de matching entre talents tech & porteurs de projets,Full-time,Entry level,Paris,41500.0,"Engines and Power Transmission Equipment Manufacturing, Aviation and Aerospace Component Manufacturing, and Aviation and Aerospace Component Manufacturing",Data Scientist,"['Python', 'R', 'TensorFlow', 'scikit', 'learn']",7,10,2024
TOP TECH,Full-time,Entry level,Île-de-France,41500.0,Armed Forces,Data Scientist,"['Python', 'R', 'Power BI', 'Hadoop', 'Apache Spark', 'SQL', 'Mongo DB', 'Cassandra', 'AWS', 'Azure', 'GCP']",18,9,2024
TieTalent,Full-time,Entry level,Rousset,41500.0,"Technology, Information and Internet",Data Scientist,"['TIBCO Spotfire', 'Power BI', 'Power Automate', 'Excel', 'SharePoint']",9,10,2024
TieTalent,Full-time,Entry level,Rueil-Malmaison,41500.0,"Technology, Information and Internet",Data Scientist,"['Python', 'JS', 'Flask', 'Django', 'Shiny', 'Machine Learning', 'Deep Learning']",9,10,2024
ITrust,Full-time,Mid-Senior level,Toulouse,41500.0,Computer and Network Security,Data Scientist,"['Machine Learning', 'Deep Learning']",1,10,2024
ARIAL Industries,Full-time,Entry level,Réau,41500.0,Engineering Services,Data Scientist,"['ML', 'IA']",24,7,2024
OpenClassrooms,Internship,Associate,Paris,15030.0,Education,Data Scientist,"['CodeCarbone', 'Scalene', 'Ecologits', 'Giskard']",8,10,2024
Thoucentric,Full-time,Entry level,Job,41500.0,Business Consulting and Services,Data Scientist,['AIML'],27,6,2024
Capgemini,Full-time,Entry level,Lille,41500.0,IT Services and IT Consulting,Data Scientist,"['Python', 'Scala', 'Spark', 'AWS', 'GCP', 'Azure', 'OVH']",30,9,2024
Noveo Group,Contract,Not Applicable,Marcq-en-Barœul,41500.0,Software Development,Data Scientist,"['Python', 'GCP', 'VertexAI', 'GenAI']",10,10,2024
CS GROUP,Full-time,Not Applicable,Toulouse,41500.0,"Software Development, IT Services and IT Consulting, and Business Consulting and Services",Data Scientist,"['Python', 'Java', 'Spark', 'Foundry', 'Palantir']",1,10,2024
Viveris,Full-time,Associate,Strasbourg,41500.0,Software Development,Data Scientist,"['Python', 'SQL', 'Spark', 'Pandas', 'Numpy', 'SciPy', 'Statsmodels', 'Stan', 'pymc3', 'Caret', 'Scikitlearn', 'Keras', 'TensorFlow', 'Pytorch', 'C', 'C', 'Java', 'MLOps', 'MapReduce', 'Hadoop', 'Hive']",3,10,2024
Lesaffre,Full-time,Mid-Senior level,Marcq-en-Barœul,41500.0,Food and Beverage Manufacturing,Data Scientist,,26,9,2024
YO HR Consultancy,Contract,Associate,France,41500.0,Business Consulting and Services,Data Scientist,"['Python', 'Jupyter notebooks']",12,9,2024
Richemont,Full-time,Internship,Paris,41500.0,Retail Luxury Goods and Jewelry,Data Scientist,"['Python', 'VertexAI', 'Airflow', 'GCP']",1,10,2024
YO HR Consultancy,Contract,Associate,France,41500.0,Business Consulting and Services,Data Scientist,"['Python', 'Jupyter']",12,9,2024
TieTalent,Full-time,Entry level,Magny-les-Hameaux,41500.0,"Technology, Information and Internet",Data Scientist,"['Machine Learning', '']",9,10,2024
Cegid,Full-time,Entry level,Boulogne-Billancourt,46500.0,Software Development,Data Scientist,"['Amazon SageMaker', 'OpenAI', 'Mistral', 'Phi3', 'LangChain']",10,10,2024
TieTalent,Full-time,Entry level,Villejuif,41500.0,"Technology, Information and Internet",Data Scientist,,9,10,2024
Capgemini Invent,Full-time,Not Applicable,Issy-les-Moulineaux,41500.0,Business Consulting and Services,Data Scientist,['None'],7,10,2024
Davidson consulting,Full-time,Entry level,Bordeaux,41500.0,Business Consulting and Services,Data Scientist,,21,9,2024
LNE,Full-time,Entry level,Trappes,41500.0,Research Services,Data Scientist,"['Python', 'TensorFlow', 'Keras', 'Pytorch', 'Matplotlib', 'Seaborn', 'Plotly']",27,9,2024
Societe Generale,Full-time,Entry level,Défense,41500.0,Banking,Data Scientist,"['python', 'LangChain', 'LlamaIndex', 'git', 'conda']",9,10,2024
TieTalent,Full-time,Entry level,Nanterre,41500.0,"Technology, Information and Internet",Data Scientist,"['Python', 'JS', 'Flask', 'Django', 'Shiny', 'Machine Learning', 'Deep Learning']",8,10,2024
Mirakl,Full-time,Not Applicable,France,41500.0,"Technology, Information and Internet",Data Scientist,,1,10,2024
ARIAL Industries,Full-time,Entry level,Limoges-Fourches,41500.0,Industrial Machinery Manufacturing,Data Scientist,"['IA', 'ML']",24,7,2024
TieTalent,Full-time,Entry level,Toulon,41500.0,"Technology, Information and Internet",Data Scientist,,9,10,2024
Equancy | Groupe EDG,Full-time,Mid-Senior level,Paris,41500.0,Personal Care Product Manufacturing,Data Scientist,"['Big Data', 'Data Science', 'Machine Learning', 'Deep Learning', 'MLOps']",4,10,2024
Mirakl,Full-time,Not Applicable,Bordeaux,41500.0,"Technology, Information and Internet",Data Scientist,,26,9,2024
TotalEnergies,Full-time,Mid-Senior level,Paris,41500.0,Oil and Gas,Data Scientist,"['Python', 'DataBricks', 'AMLS']",6,10,2024
TieTalent,Full-time,Entry level,Levallois-Perret,41500.0,"Technology, Information and Internet",Data Scientist,"['GCP', 'AWS', 'DataBricks', 'Python', 'SQL', 'Spark', 'Hadoop']",9,10,2024
Datadog,Full-time,Internship,Paris,41500.0,Software Development,Data Scientist,,4,10,2024
TieTalent,Full-time,Entry level,Caluire-et-Cuire,41500.0,"Technology, Information and Internet",Data Scientist,"['Python', 'R', 'SQL', 'data visualization tools']",5,10,2024
S&P Global,Full-time,Not Applicable,Paris,41500.0,Financial Services,Data Scientist,,1,10,2024
TieTalent,Full-time,Entry level,Ivry-sur-Seine,41500.0,"Technology, Information and Internet",Data Scientist,"['Python', 'SQL', 'Power BI', 'GCP', 'NLP', 'LLM', 'RAG']",9,10,2024
TieTalent,Full-time,Mid-Senior level,Paris,41500.0,"Technology, Information and Internet",Data Scientist,"['Python 3', 'Pytorch', 'Numpy', 'Pandas', 'Polars', 'Docker', 'Kubernetes', 'Ubuntu', 'Gitlab']",5,10,2024
Shift Technology,Full-time,Entry level,Paris,41500.0,Software Development,Data Scientist,,6,10,2024
Mirakl,Full-time,Not Applicable,Paris,41500.0,"Technology, Information and Internet",Data Scientist,,26,9,2024
eXalt,Full-time,Entry level,Lyon,41500.0,IT Services and IT Consulting,Data Scientist,"['TensorFlow', 'PyTorch', 'Scikitlearn', 'Pandas', 'NumPy', 'Python', 'Java', 'Spark', 'Scala', 'Gitlab', 'Docker']",27,9,2024
SOPHiA GENETICS,Internship,Internship,Pessac,41500.0,Biotechnology,Data Scientist,['Python'],1,10,2024
TieTalent,Full-time,Entry level,Bron,41500.0,"Technology, Information and Internet",Data Scientist,"['Python', 'R', 'SQL', 'data visualization tools', 'AWS', 'Azure', 'Google Cloud']",4,10,2024
TieTalent,Full-time,Entry level,Gif-sur-Yvette,41500.0,"Technology, Information and Internet",Data Scientist,,9,10,2024
TieTalent,Full-time,Entry level,Grenoble,41500.0,"Technology, Information and Internet",Data Scientist,,9,10,2024
OpenClassrooms,Internship,Not Applicable,Marseille,15030.0,Education,Data Scientist,['PowerBi'],8,10,2024
Amiltone,Other,Associate,Lyon,41500.0,IT Services and IT Consulting,Data Scientist,"['Python', 'Google Cloud Platform', 'HDFS', 'Spark', 'AWS SageMaker', 'DataBricks', 'Git', 'Github', 'CICD', 'VSCode', 'Pycharm', 'Terminal']",11,10,2024
Fnac Darty,Full-time,Entry level,Ivry-sur-Seine,41500.0,Retail,Data Scientist,"['Machine learning', 'NLP']",4,10,2024
LesJeudis,Temporary,Entry level,Nanterre,41500.0,IT Services and IT Consulting,Data Scientist,,10,9,2024
TieTalent,Full-time,Entry level,Caluire-et-Cuire,41500.0,"Technology, Information and Internet",Data Scientist,"['Python', 'R', 'SQL', 'data visualization tools']",4,10,2024
Cellenza,Full-time,Entry level,Nantes,41500.0,IT Services and IT Consulting,Data Scientist,"['Azure Machine Learning', 'Azure', 'Azure Data Lake', 'Azure Data Factory', 'Azure Databricks']",1,8,2024
LesJeudis,Temporary,Entry level,Paris,41500.0,IT Services and IT Consulting,Data Scientist,"['Python', 'Pandas', 'Numpy']",12,9,2024
Free-Work,Full-time,Mid-Senior level,Ivry-sur-Seine,41500.0,Human Resources Services,Data Scientist,"['Python', 'Pandas', 'Scikit-learn', 'XGBoost', 'SQL', 'Git', 'GCP', 'PowerBI', 'Looker Studio']",2,10,2024
Dassault Systèmes,Internship,Internship,Vélizy-Villacoublay,41500.0,"Software Development, IT Services and IT Consulting, and Research Services",Data Scientist,"['Machine Learning', 'LLM', 'RAG', 'Fine Tuning']",25,9,2024
Optic 2000,Full-time,Entry level,Clamart,41500.0,Retail,Data Analyst,"['SQL', 'Python']",4,10,2024
IT Makers 🎯,Contract,Not Applicable,Paris,41500.0,Investment Banking and Banking,Data Scientist,"['PySpark', 'Python']",25,9,2024
Free-Work,Full-time,Mid-Senior level,Courbevoie,41500.0,Human Resources Services,Data Scientist,"['Python', 'Databricks', 'ML Ops', 'AWS']",2,10,2024
METEOJOB by CleverConnect,Full-time,Entry level,Niort,41500.0,"Technology, Information and Internet",Data Scientist,"['Python', 'Github', 'OpenShift', 'Jenkins', 'GPU', 'Pandas', 'Numpy', 'Sklearn', 'Catboost']",11,10,2024
TieTalent,Full-time,Entry level,Thionville,41500.0,"Technology, Information and Internet",Data Scientist,"['PowerBI', 'Elasticsearch']",10,10,2024
TieTalent,Full-time,Mid-Senior level,Colombes,41500.0,"Technology, Information and Internet",Data Scientist,"['Python', 'TensorFlow', 'PyTorch', 'Keras']",6,10,2024
Vertone,Full-time,Associate,Paris,41500.0,Business Consulting and Services and Data Infrastructure and Analytics,Data Scientist,"['Machine Learning', 'Deep Learning']",2,10,2024
Epsilon France,Full-time,Mid-Senior level,Paris,41500.0,Advertising Services,Data Scientist,"['Machine Learning', 'Deep Learning']",9,10,2024
Recrucial,Full-time,Mid-Senior level,Paris,41500.0,Information Technology & Services,Data Scientist,"['Python', 'Jupyter', 'Catboost', 'numpy', 'Pandas', 'scikit', 'learn', 'SQL']",5,10,2024
Groupe Clarins,Full-time,Entry level,Paris,41500.0,Personal Care Product Manufacturing,Data Scientist,"['Azure', 'Kubernetes', 'Github', 'Azure Event Hub', 'ElasticSearch', 'Kibana', 'Databricks', 'MongoDB', 'mlflow']",25,9,2024
Harnham,Full-time,Mid-Senior level,Paris,60000.0,"Retail Appliances, Electrical, and Electronic Equipment",Data Scientist,"['Python', 'TensorFlow', 'PyTorch', 'AJAX', 'SQL', 'GCP']",1,10,2024
LesJeudis,Temporary,Entry level,Ivry-sur-Seine,41500.0,IT Services and IT Consulting,Data Scientist,"['Python', 'SQL', 'Power BI', 'GCP']",8,10,2024
Safran,Full-time,Associate,Magny-les-Hameaux,41500.0,Aviation and Aerospace Component Manufacturing,Data Scientist,"['AWS', 'Machine Learning', 'deep learning']",25,9,2024
LesJeudis,Temporary,Entry level,Paris,41500.0,IT Services and IT Consulting,Data Scientist,,4,8,2024
LesJeudis,Temporary,Entry level,Paris,41500.0,IT Services and IT Consulting,Data Scientist,"['Spacy', 'Bert']",26,7,2024
LesJeudis,Temporary,Entry level,Antibes,41500.0,IT Services and IT Consulting,Data Scientist,"['R', 'Rstudio', 'Python', 'Anaconda', 'SAS', 'JSON', 'APIs']",26,7,2024
TieTalent,Full-time,Entry level,Lyon,41500.0,"Technology, Information and Internet",Data Scientist,"['Python', 'R', 'SQL', 'data visualization tools', 'AWS', 'Azure', 'Google Cloud']",6,10,2024
LesJeudis,Full-time,Entry level,Villejuif,41500.0,IT Services and IT Consulting,Data Scientist,,11,10,2024
Datadog,Full-time,Mid-Senior level,Paris,41500.0,Software Development,Data Scientist,"['DeepSpeed', 'MegatronLM', 'PyTorch', 'TensorFlow']",9,10,2024
LesJeudis,Temporary,Entry level,Paris,41500.0,IT Services and IT Consulting,Data Scientist,"['Azure', 'Kubernetes', 'Github', 'Azure Event Hub', 'ElasticSearch', 'Kibana', 'Databricks', 'MongoDB', 'mlflow']",1,10,2024
