companyName,contractType,experienceLevel,location,salary,sector,job_title,extracted_skills,day,month,year
DGA - Direction générale de l'armement,Full-time,Entry level,Rennes,41500.0,Defense and Space Manufacturing,Data Analyst,"['Kibana', 'Zeppelin', 'Bash', 'Python', 'Java', 'Scala']",8,10,2024
Ornikar,Full-time,Entry level,Paris,41500.0,Consumer Services,Data Analyst,,14,8,2024
TieTalent,Full-time,Entry level,Bordeaux,41500.0,"Technology, Information and Internet",Data Analyst,"['Power BI', 'Tableau', 'AirTable']",12,10,2024
TieTalent,Full-time,Entry level,Lille,41500.0,"Technology, Information and Internet",Data Analyst,,9,10,2024
TieTalent,Full-time,Entry level,Metz,41500.0,"Technology, Information and Internet",Data Scientist,"['Hadoop', 'Python', 'scikit', 'learn', 'R', 'Javascript', 'Typescript', 'PostgreSQL', 'MongoDB', 'MediaPipe', 'OpenCV', 'DINO']",8,10,2024
Astek,Full-time,Entry level,Paris,41500.0,"Technology, Information and Media",Data Analyst,"['Big Query', 'PowerBI', 'Looker', 'SQL', 'GCP']",2,8,2024
LesJeudis,Temporary,Entry level,Paris,41500.0,IT Services and IT Consulting,Data Analyst,"['Tableau', 'Dbt', 'Airflow']",8,10,2024
Jems Group,Full-time,Entry level,Lyon,41500.0,IT Services and IT Consulting,Data Analyst,"['MS Office', 'SQL', 'BI tools', 'Data Science', 'Data Mining', 'Data Visualization tools']",30,9,2024
LesJeudis,Temporary,Entry level,Levallois-Perret,41500.0,IT Services and IT Consulting,Data Analyst,"['MS Office', 'SQL', 'BI', 'Data Science', 'Data Mining', 'datavisualization']",5,9,2024
Agence nationale des fréquences (ANFR),Full-time,Entry level,Maisons-Alfort,41500.0,Telecommunications,Data Analyst,,7,10,2024
LesJeudis,Temporary,Entry level,Lille,41500.0,IT Services and IT Consulting,Data Analyst,"['SQL', 'Python']",2,10,2024
Pennylane,Contract,Mid-Senior level,Paris,41500.0,Accounting,Data Analyst,,11,10,2024
TieTalent,Full-time,Entry level,Montrouge,41500.0,"Technology, Information and Internet",Data Analyst,,11,10,2024
Accor,Full-time,Entry level,Issy-les-Moulineaux,41500.0,Hospitality,Data Analyst,,12,9,2024
APRIL,Full-time,Mid-Senior level,Fougères,41500.0,Insurance,Data Analyst,,20,9,2024
bee2link group,Full-time,Mid-Senior level,Challes-les-Eaux,47500.0,Software Development,Data Analyst,,9,9,2024
LesJeudis,Temporary,Entry level,Strasbourg,41500.0,IT Services and IT Consulting,Data Analyst,"['SQL', 'Python', 'R', 'ETL', 'ELT']",10,10,2024
Onatera,Internship,Entry level,Aix-en-Provence,41500.0,Marketing Services,Data Analyst,,9,10,2024
OpenClassrooms,Internship,Not Applicable,Saint-Mandé,15030.0,Education,Data Analyst,,1,10,2024
Sézane,Full-time,Internship,Paris,41500.0,Retail Apparel and Fashion,Data Analyst,['Metaflow'],17,9,2024
TieTalent,Full-time,Entry level,Paris,41500.0,"Technology, Information and Internet",Data Analyst,,9,10,2024
Groupe SEB,Full-time,Not Applicable,Écully,50000.0,Manufacturing,Data Analyst,,11,10,2024
OpenClassrooms,Internship,Not Applicable,Boulogne-Billancourt,15030.0,Education,Data Analyst,,8,10,2024
OpenClassrooms,Internship,Associate,Antony,15030.0,Education,Data Analyst,,8,10,2024
LesJeudis,Temporary,Entry level,Paris,41500.0,IT Services and IT Consulting,Data Analyst,,4,8,2024
Argain Consulting Innovation,Full-time,Mid-Senior level,Niort,41500.0,IT Services and IT Consulting,Data Analyst,"['DBT', 'BigQuery', 'SQL']",7,10,2024
LesJeudis,Temporary,Entry level,Lyon,41500.0,IT Services and IT Consulting,Data Analyst,"['MS Office', 'SQL', 'BI', 'Data Science', 'Data Mining', 'Data Visualization']",3,10,2024
Qonto,Internship,Entry level,Paris,41500.0,Financial Services,Data Analyst,"['SQL', 'Segment']",10,10,2024
TieTalent,Full-time,Entry level,Nanterre,41500.0,"Technology, Information and Internet",Data Analyst,,10,10,2024
AFD Technologies,Full-time,Entry level,Toulouse,41500.0,IT Services and IT Consulting,Data Analyst,"['SAP', 'Power BI', 'Python', 'SQL']",3,10,2024
METEOJOB by CleverConnect,Internship,Entry level,Cannes,41500.0,"Technology, Information and Internet",Data Analyst,,20,9,2024
Helexia Group,Full-time,Entry level,Lyon,41500.0,Business Consulting and Services,Data Analyst,"['Microsoft Fabric', 'PowerBI', 'Pureview', 'PowerApps', 'SQL', 'NoSQL', 'Postgresql', 'JIRA', 'IoT']",11,10,2024
OpenClassrooms,Internship,Not Applicable,Saint-Priest,15030.0,Education,Data Analyst,"['Power BI', 'Excel', 'PowerQuery', 'Office 365']",8,10,2024
METEOJOB by CleverConnect,Contract,Entry level,Clichy,41500.0,"Technology, Information and Internet",Data Analyst,,17,9,2024
LesJeudis,Temporary,Entry level,Paris,41500.0,IT Services and IT Consulting,Data Analyst,"['Excel', 'Google Sheets']",26,7,2024
OpenClassrooms,Internship,Not Applicable,Paris,15030.0,Education,Data Analyst,"['Power BI', 'Power Query']",8,10,2024
TieTalent,Full-time,Entry level,Montigny-le-Bretonneux,41500.0,"Technology, Information and Internet",Data Analyst,['PowerBI'],10,10,2024
LesJeudis,Temporary,Entry level,Mérignac,41500.0,IT Services and IT Consulting,Data Analyst,,30,9,2024
OpenClassrooms,Internship,Not Applicable,Paris,15030.0,Education,Data Analyst,"['Python', 'MongoDB']",8,10,2024
LesJeudis,Temporary,Entry level,Paris,41500.0,IT Services and IT Consulting,Data Analyst,"['PostgreSQL', 'Oracle', 'MySQL', 'SQL Server', 'Power BI', 'Databricks']",14,9,2024
TieTalent,Full-time,Entry level,Puteaux,41500.0,"Technology, Information and Internet",Data Analyst,"['PowerBI', 'APIs', 'Python', 'Json', 'Postman', 'PowerAutomate', 'VBA', 'DataGalaxy']",8,10,2024
TieTalent,Full-time,Mid-Senior level,Paris,41500.0,"Technology, Information and Internet",Data Analyst,,11,10,2024
Nestlé,Temporary,Associate,Issy-les-Moulineaux,41500.0,Food and Beverage Services,Data Analyst,['SAP'],7,10,2024
OpenClassrooms,Internship,Not Applicable,Paris,15030.0,Education,Data Analyst,"['Excel', 'PowerPoint']",8,10,2024
METEOJOB by CleverConnect,Internship,Entry level,Écouflant,41500.0,"Technology, Information and Internet",Data Analyst,"['VBA', 'Excel']",5,9,2024
DRIVECO,Full-time,Associate,Paris,41500.0,"Electric Power Transmission, Control, and Distribution and Services for Renewable Energy",Data Analyst,"['SQL', 'Python', 'R']",25,9,2024
Jems Group,Full-time,Entry level,Nantes,41500.0,IT Services and IT Consulting,Data Analyst,"['MS Office', 'SQL', 'BI tools', 'Data Science', 'Data Mining', 'datavisualization tools']",10,10,2024
OpenClassrooms,Internship,Not Applicable,Genas,15030.0,Education,Data Analyst,"['Python', 'PowerBI', 'Excel', 'pandas', 'Tableau']",8,10,2024
Sicame Group,Full-time,Entry level,Bagneux,41500.0,Manufacturing,Data Analyst,"['ERP', 'Excel', 'Power BI']",19,7,2024
OpenClassrooms,Internship,Not Applicable,Aix-en-Provence,15030.0,Education,Data Analyst,,8,10,2024
TieTalent,Full-time,Entry level,Mérignac,41500.0,"Technology, Information and Internet",Data Analyst,"['Python', 'R', 'Qlik Sense', 'SAS', 'Datakaiu', 'SAP', 'VBA', 'SQL', 'Microsoft Office', 'Pack Office']",6,10,2024
Kicklox - Plateforme de matching entre talents tech & porteurs de projets,Contract,Mid-Senior level,Paris,41500.0,"Engines and Power Transmission Equipment Manufacturing, Aviation and Aerospace Component Manufacturing, and Aviation and Aerospace Component Manufacturing",Data Analyst,"['SQL', 'Excel', 'Tableau', 'Power BI']",30,9,2024
CAISSE D'EPARGNE COTE D'AZUR,Full-time,Associate,Nice,41500.0,Banking,Data Analyst,,19,9,2024
WTW,Full-time,Entry level,Puteaux,41500.0,Financial Services,Data Analyst,"['Microsoft Power BI', 'Power App', 'Power Query', 'DAX', 'Python', 'SQL', 'VBA', 'SAS', 'Microsoft Power Platform', 'BI Apps', 'Microsoft Azure', 'Oracle', 'OBIEE', 'Pack office', 'Word', 'PPT', 'Excel']",9,10,2024
TieTalent,Full-time,Entry level,Rambouillet,41500.0,"Technology, Information and Internet",Data Analyst,"['Power BI', 'Qlik', 'Tableau', 'Dexcel']",9,10,2024
TieTalent,Full-time,Entry level,Pessac,41500.0,"Technology, Information and Internet",Data Analyst,"['POWER BI', 'DAX', 'Python', 'M', 'R', 'SQL', 'Analysis Services', 'VBA']",6,10,2024
Inter Mutuelles Habitat,Full-time,Entry level,Niort,41500.0,Insurance,Data Analyst,,10,10,2024
LesJeudis,Temporary,Entry level,Lyon,41500.0,IT Services and IT Consulting,Data Analyst,"['datalab', 'delta', 'artificial intelligence', 'machine learning']",2,9,2024
CVE (Changing Visions of Energy),Contract,Not Applicable,Marseille,41500.0,Renewable Energy Power Generation,Data Analyst,['Python'],4,10,2024
TieTalent,Full-time,Entry level,Doubs,41500.0,"Technology, Information and Internet",Data Analyst,,9,10,2024
Kariera.fr,Full-time,Entry level,Marseille,41500.0,Human Resources Services,Data Analyst,"['Power BI', 'Dynamics 365', 'SSIS', 'SSAS', 'SSRS']",16,9,2024
TieTalent,Full-time,Entry level,Moirans,41500.0,"Technology, Information and Internet",Data Analyst,['Python'],10,10,2024
OpenClassrooms,Internship,Not Applicable,Bordeaux,15030.0,Education,Data Analyst,"['Power BI', 'Tableau', 'AirTable']",8,10,2024
OpenClassrooms,Internship,Not Applicable,Villeneuve-d’Ascq,15030.0,Education,Data Analyst,['Google Data Studio'],8,10,2024
TieTalent,Full-time,Mid-Senior level,Nice,41500.0,"Technology, Information and Internet",Data Analyst,,10,10,2024
METEOJOB by CleverConnect,Contract,Entry level,Guipavas,41500.0,"Technology, Information and Internet",Data Analyst,"['SAS', 'R', 'SQL']",12,10,2024
Capgemini,Full-time,Mid-Senior level,Toulouse,41500.0,IT Services and IT Consulting,Data Analyst,"['SQL', 'Tableau Software', 'Power BI', 'QlikView']",30,9,2024
Free-Work,Full-time,Mid-Senior level,Montreuil,41500.0,Human Resources Services,Data Analyst,,11,10,2024
Betclic Group,Full-time,Mid-Senior level,Bordeaux,41500.0,"Technology, Information and Internet",Data Analyst,,2,10,2024
EDF,Full-time,Entry level,Moret-Loing-et-Orvanne,41500.0,Oil and Gas,Data Analyst,,23,9,2024
heycar,Full-time,Mid-Senior level,Paris,41500.0,"Technology, Information and Internet",Data Analyst,['Hex'],28,9,2024
AMI PARIS,Full-time,Associate,Paris,41500.0,Retail Apparel and Fashion,Data Analyst,"['Excel', 'VBA', 'Power Automate']",26,9,2024
Enedis,Full-time,Not Applicable,Paris,41500.0,Utilities,Data Analyst,"['Power BI', 'Tableau', 'SQL']",9,10,2024
AG2R LA MONDIALE,Full-time,Not Applicable,Paris,41500.0,Insurance and Financial Services,Data Analyst,,3,4,2024
SOPHiA GENETICS,Internship,Internship,Pessac,44000.0,Biotechnology,Data Engineer,"['Python', 'DataBricks']",3,10,2024
TD SYNNEX France,Full-time,Entry level,Bussy-Saint-Georges,41500.0,Information Technology & Services,Data Analyst,"['SQL', 'Power BI', 'SAP Business Object', 'SAP Analysis for Excel', 'Power Pivot']",26,9,2024
TieTalent,Full-time,Entry level,Neuilly-sur-Seine,41500.0,"Technology, Information and Internet",Data Analyst,,8,10,2024
Aircall,Full-time,Mid-Senior level,Paris,41500.0,Software Development,Data Analyst,"['SQL', 'Python']",19,7,2024
LesJeudis,Temporary,Entry level,Grenoble,41500.0,IT Services and IT Consulting,Data Analyst,,1,10,2024
TieTalent,Full-time,Mid-Senior level,Toulouse,41500.0,"Technology, Information and Internet",Data Analyst,"['SQL', 'Tableau Software', 'Power BI', 'QlikView']",12,10,2024
YUTOPIA CAMPUS PARIS,Internship,Mid-Senior level,Paris,41500.0,Higher Education,Data Analyst,,11,10,2024
TieTalent,Full-time,Mid-Senior level,Paris,41500.0,"Technology, Information and Internet",Data Analyst,['Tableau'],5,10,2024
LesJeudis,Temporary,Entry level,Nanterre,41500.0,IT Services and IT Consulting,Data Analyst,,26,7,2024
TieTalent,Full-time,Mid-Senior level,Lyon,41500.0,"Technology, Information and Internet",Data Analyst,"['Oracle', 'CRM']",6,10,2024
SLR Consulting,Full-time,Associate,Grenoble,41500.0,Environmental Services,Data Analyst,,1,10,2024
Free,Full-time,Mid-Senior level,Paris,41500.0,"IT Services and IT Consulting, Computer Hardware Manufacturing, and Software Development",Data Analyst,,3,10,2024
LesJeudis,Temporary,Entry level,Orvault,41500.0,IT Services and IT Consulting,Data Analyst,,17,9,2024
Caisse d'Epargne Grand Est Europe,Full-time,Entry level,Strasbourg,41500.0,Financial Services,Data Analyst,['Excel'],9,10,2024
OpenClassrooms,Internship,Not Applicable,Marseille,15030.0,Education,Data Analyst,"['PIM', 'ERP', 'BDD', 'Sass']",8,10,2024
TieTalent,Full-time,Entry level,Paris,41500.0,"Technology, Information and Internet",Data Analyst,"['GA4', 'BigQuery', 'Tableau', 'Salesforce CRM', 'Einstein Analytics']",9,10,2024
Michael Page,Full-time,Mid-Senior level,Neuilly-sur-Seine,41500.0,Staffing and Recruiting,Data Analyst,"['Power BI', 'R', 'Databricks', 'AWS']",11,10,2024
AXA en France,Internship,Internship,Puteaux,41500.0,Insurance,Data Analyst,"['Microsoft Power BI', 'AI']",18,9,2024
LesJeudis,Temporary,Mid-Senior level,Neuilly-sur-Seine,41500.0,IT Services and IT Consulting,Data Analyst,"['Power BI', 'R', 'Databricks', 'AWS']",30,9,2024
MOTUL,Contract,Mid-Senior level,Aubervilliers,41500.0,Oil and Gas,Data Analyst,['None'],18,9,2024
myGwork - LGBTQ+ Business Community,Full-time,Entry level,Puteaux,41500.0,Financial Services,Data Analyst,"['Power BI', 'Power Apps', 'Python', 'Power Query', 'DAX', 'SQL', 'VBA', 'SAS', 'Microsoft Azure', 'Oracle', 'OBIEE', 'Microsoft Office', 'Word', 'PPT', 'Excel']",10,10,2024
TieTalent,Full-time,Entry level,Rueil-Malmaison,41500.0,"Technology, Information and Internet",Data Analyst,,8,10,2024
Malakoff Humanis,Full-time,Mid-Senior level,Paris,41500.0,Insurance,Data Analyst,"['Cloud', 'SaaS', 'Scrum', 'Dataviz', 'Data Galaxy', 'Data Lake']",13,9,2024
Hager Group,Internship,Internship,Obernai,41500.0,"Appliances, Electrical, and Electronics Manufacturing",Data Analyst,"['SQL', 'Microsoft Azure', 'PowerBI', 'Python']",27,9,2024
TieTalent,Full-time,Entry level,Talence,41500.0,"Technology, Information and Internet",Data Analyst,"['Pack Office', 'Python', 'R', 'Qlik Sense', 'SAS', 'Datakaiu', 'SAP', 'VBA', 'SQL']",6,10,2024
LesJeudis,Temporary,Entry level,Issy-les-Moulineaux,41500.0,IT Services and IT Consulting,Data Analyst,"['Metabase', 'dbt', 'Python']",26,7,2024
OpenClassrooms,Internship,Not Applicable,Antony,15030.0,Education,Data Analyst,"['SQL', 'SQL Server', 'Power BI']",8,10,2024
LesJeudis,Temporary,Entry level,Montrouge,41500.0,IT Services and IT Consulting,Data Analyst,,14,9,2024
Mount Sinai Morningside,Full-time,Mid-Senior level,Us,41500.0,Hospitals and Health Care,Data Analyst,,23,9,2024
Amaris Consulting,Full-time,Entry level,Paris,41500.0,IT Services and IT Consulting,Data Analyst,"['Palantir', 'SQL', 'Python', 'PYSPARK', 'Power BI']",24,9,2024
TieTalent,Full-time,Entry level,Lille,41500.0,"Technology, Information and Internet",Data Analyst,,9,10,2024
Orange Business,Full-time,Associate,Lille,44000.0,IT Services and IT Consulting,Data Engineer,"['SQL', 'PLSQL', 'Shell', 'Google Cloud']",7,10,2024
ARIAL Industries,Full-time,Mid-Senior level,Berdoues,41500.0,Engineering Services,Data Analyst,['KANBAN'],27,8,2024
LesJeudis,Temporary,Entry level,Aix-en-Provence,41500.0,IT Services and IT Consulting,Data Analyst,"['SQL', 'Python', 'Qliksense', 'Spotfire', 'R', 'Oracle']",26,7,2024
Cooperl,Full-time,Mid-Senior level,Lamballe,41500.0,Food and Beverage Manufacturing,Data Analyst,"['Amazon Web Services', 'S3', 'Athena', 'Db2', 'IBMi', 'Talend', 'DBT', 'Airflow', 'IBM Cognos Analytics', 'Qlikview', 'DigDash', 'SQL']",9,10,2024
TieTalent,Full-time,Entry level,Ivry-sur-Seine,41500.0,"Technology, Information and Internet",Data Analyst,"['BigQuery', 'GA4', 'CRM', 'Social Ads', 'Display', 'Tableau', 'Salesforce', 'Einstein Analytics']",9,10,2024
Noveo Group,Contract,Not Applicable,Lyon,41500.0,Software Development,Data Analyst,"['SQL', 'Databricks', 'Python', 'Power BI']",11,10,2024
"aivancity School for Technology, Business & Society Paris-Cachan",Contract,Internship,Cachan,21204.0,Higher Education,Data Analyst,['Google Analytics'],21,9,2024
TieTalent,Full-time,Entry level,Kremlin-Bicêtre,41500.0,"Technology, Information and Internet",Data Analyst,"['BigQuery', 'GA4', 'CRM', 'Social Ads', 'Display', 'Tableau', 'Salesforce', 'Einstein Analytics']",9,10,2024
OpenClassrooms,Internship,Not Applicable,Aix-en-Provence,15030.0,Education,Data Analyst,,8,10,2024
Groupe SEB,Full-time,Not Applicable,Rumilly,55000.0,Manufacturing,Data Analyst,,10,10,2024
Thales,Full-time,Not Applicable,Cannes,41500.0,Aviation and Aerospace Component Manufacturing and Defense and Space Manufacturing,Data Analyst,,11,10,2024
TieTalent,Full-time,Entry level,Nanterre,41500.0,"Technology, Information and Internet",Data Analyst,,9,10,2024
STEP UP,Full-time,Entry level,Massy,40000.0,IT Services and IT Consulting,Data Analyst,,13,9,2024
Seyos,Full-time,Mid-Senior level,Grenoble,41500.0,Automation Machinery Manufacturing,Data Analyst,"['Yolo', 'Python', 'TimeScale', 'Pandas']",19,9,2024
TieTalent,Full-time,Entry level,Rueil-Malmaison,41500.0,"Technology, Information and Internet",Data Analyst,"['Power Bi', 'SQL', 'Excel']",9,10,2024
Expectra,Temporary,Not Applicable,Taverny,41500.0,Human Resources Services,Data Analyst,"['M3', 'Excel', 'M3 BI']",29,7,2024
TieTalent,Full-time,Entry level,Bordeaux,41500.0,"Technology, Information and Internet",Data Analyst,"['Pack Office', 'Python', 'R', 'Qlik Sense', 'SAS', 'Datakaiu', 'SAP', 'VBA', 'SQL']",6,10,2024
TieTalent,Full-time,Mid-Senior level,Paris,41500.0,"Technology, Information and Internet",Data Analyst,"['AWS', 'Azure', 'GCP', 'Databricks', 'Snowflake', 'DBT']",11,10,2024
TRIMANE | Expert BI et Big Data,Full-time,Associate,Toulouse,41500.0,IT Services and IT Consulting,Data Analyst,['Power BI'],24,9,2024
METEOJOB by CleverConnect,Contract,Entry level,Strasbourg,41500.0,"Technology, Information and Internet",Data Analyst,['Excel'],10,10,2024
Noveo Group,Contract,Not Applicable,Marcq-en-Barœul,41500.0,Software Development,Data Analyst,"['BigQuery', 'SQL', 'Pipeline', 'DBT', 'Terraform']",27,9,2024
CVE (Changing Visions of Energy),Full-time,Entry level,Marseille,41500.0,Renewable Energy Semiconductor Manufacturing,Data Analyst,['Python'],5,10,2024
METEOJOB by CleverConnect,Internship,Mid-Senior level,Paris,44000.0,"Technology, Information and Internet",Data Engineer,,2,10,2024
Lucca,Full-time,Entry level,Nantes,41500.0,Software Development,Data Analyst,['Amplitude'],1,10,2024
LesJeudis,Temporary,Entry level,Marseille,41500.0,IT Services and IT Consulting,Data Analyst,"['Dynamics 365', 'Power BI', 'SSRS', 'SSIS', 'SSAS']",15,9,2024
The Adecco Group,Full-time,Entry level,Écouflant,41500.0,Human Resources Services,Data Analyst,"['VBA', 'Excel']",4,9,2024
OpenClassrooms,Internship,Not Applicable,Puteaux,15030.0,Education,Data Analyst,"['Salesforce', 'Google Earth']",8,10,2024
Groupe INGENA,Full-time,Associate,Paris,44000.0,IT Services and IT Consulting,Data Engineer,"['Scala', 'Python', 'Java', 'Spark', 'Hadoop', 'Hive', 'HBase', 'HDFS', 'MapR', 'Hortonworks', 'ELK', 'Terraform', 'NoSQL', 'Git', 'Jenkins', 'Docker', 'Kubernetes', 'Ansible', 'AWS', 'GCP', 'Azure']",10,10,2024
EDF,Full-time,Entry level,Flamanville,41500.0,Oil and Gas,Data Analyst,,9,10,2024
Extia,Full-time,Entry level,Lille,41500.0,IT Services and IT Consulting,Data Analyst,"['Microsoft Azure', 'Azure Data Factory', 'Azure Data Lake', 'Power BI', 'Spark', 'Airflow', 'Python', 'Scala', 'SQL', 'Postgr SQL', 'Kubernetes', 'Jenkins', 'Git', 'Maven', 'Ansible']",1,10,2024
